basin,name,year,cyclone_of_the_year,num_of_track_entries,date,time,record_identifier,status_of_system,latitude,longitude,max_sustained_wind,central_pressure,34kt_NE,34kt_SE,34kt_SW,34kt_NW,50kt_NE,50kt_SE,50kt_SW,50kt_NW,64kt_NE,64kt_SE,64kt_SW,64kt_NW
EP,EMILY,1969,05,7,19690823,1200,,TS,22.1N,109.2W,55,,,,,,,,,,,,,,
EP,EMILY,1969,05,7,19690823,1800,,TS,22.7N,110.7W,55,,,,,,,,,,,,,,
EP,EMILY,1969,05,7,19690824,0000,,TS,23.1N,112.2W,35,,,,,,,,,,,,,,
EP,EMILY,1969,05,7,19690824,0600,,TD,23.4N,113.3W,30,,,,,,,,,,,,,,
EP,EMILY,1969,05,7,19690824,1200,,TD,23.7N,114.5W,30,,,,,,,,,,,,,,
EP,FLORENCE,1969,06,23,19690902,0000,,TD,17.1N,107.3W,25,,,,,,,,,,,,,,
EP,FLORENCE,1969,06,23,19690902,0600,,TD,17.4N,108.9W,25,,,,,,,,,,,,,,
EP,FLORENCE,1969,06,23,19690902,1200,,TD,17.9N,110.0W,25,,,,,,,,,,,,,,
EP,FLORENCE,1969,06,23,19690902,1800,,TD,18.8N,110.5W,25,1006,,,,,,,,,,,,,
EP,FLORENCE,1969,06,23,19690903,0000,,TD,19.6N,110.6W,30,,,,,,,,,,,,,,
EP,FLORENCE,1969,06,23,19690903,0600,,TD,19.8N,110.2W,30,,,,,,,,,,,,,,
EP,FLORENCE,1969,06,23,19690903,1200,,TD,19.9N,109.9W,30,,,,,,,,,,,,,,
EP,FLORENCE,1969,06,23,19690903,1800,,TS,20.0N,109.7W,40,,,,,,,,,,,,,,
EP,FLORENCE,1969,06,23,19690904,0000,,TS,20.1N,109.6W,40,,,,,,,,,,,,,,
EP,FLORENCE,1969,06,23,19690904,0600,,TS,20.4N,109.6W,40,,,,,,,,,,,,,,
EP,FLORENCE,1969,06,23,19690904,1200,,TS,20.7N,109.7W,45,,,,,,,,,,,,,,
EP,FLORENCE,1969,06,23,19690904,1800,,TS,20.5N,109.7W,50,,,,,,,,,,,,,,
EP,FLORENCE,1969,06,23,19690905,0000,,TS,20.4N,109.8W,60,,,,,,,,,,,,,,
EP,FLORENCE,1969,06,23,19690905,0600,,TS,20.9N,109.9W,60,,,,,,,,,,,,,,
EP,FLORENCE,1969,06,23,19690905,1200,,TS,21.5N,110.0W,45,,,,,,,,,,,,,,
EP,FLORENCE,1969,06,23,19690905,1800,,TS,21.8N,110.3W,45,997,,,,,,,,,,,,,
EP,FLORENCE,1969,06,23,19690906,0000,,TS,22.1N,110.6W,40,,,,,,,,,,,,,,
EP,FLORENCE,1969,06,23,19690906,0600,,TS,22.5N,110.8W,40,,,,,,,,,,,,,,
EP,FLORENCE,1969,06,23,19690906,1200,,TS,23.0N,111.1W,35,,,,,,,,,,,,,,
EP,FLORENCE,1969,06,23,19690906,1800,,TS,23.6N,111.9W,35,,,,,,,,,,,,,,
EP,FLORENCE,1969,06,23,19690907,0000,,TD,24.1N,112.8W,30,,,,,,,,,,,,,,
EP,FLORENCE,1969,06,23,19690907,0600,,ET,24.4N,113.4W,30,,,,,,,,,,,,,,
EP,FLORENCE,1969,06,23,19690907,1200,,ET,24.5N,113.9W,30,,,,,,,,,,,,,,
EP,GLENDA,1969,07,17,19690908,0000,,TS,15.0N,100.7W,40,,,,,,,,,,,,,,
EP,GLENDA,1969,07,17,19690908,0600,,TS,15.3N,101.5W,45,,,,,,,,,,,,,,
EP,GLENDA,1969,07,17,19690908,1200,,TS,15.7N,102.2W,50,,,,,,,,,,,,,,
EP,GLENDA,1969,07,17,19690908,1800,,TS,16.4N,103.4W,50,,,,,,,,,,,,,,
EP,GLENDA,1969,07,17,19690909,0000,,TS,17.3N,104.6W,50,,,,,,,,,,,,,,
EP,GLENDA,1969,07,17,19690909,0600,,TS,18.1N,105.4W,50,,,,,,,,,,,,,,
EP,GLENDA,1969,07,17,19690909,1200,,TS,19.0N,106.2W,50,,,,,,,,,,,,,,
EP,GLENDA,1969,07,17,19690909,1800,,TS,20.1N,107.0W,50,,,,,,,,,,,,,,
EP,GLENDA,1969,07,17,19690910,0000,,HU,21.2N,107.8W,65,,,,,,,,,,,,,,
EP,GLENDA,1969,07,17,19690910,0600,,TS,21.9N,109.3W,55,,,,,,,,,,,,,,
EP,GLENDA,1969,07,17,19690910,1200,,TS,22.4N,110.8W,45,,,,,,,,,,,,,,
EP,GLENDA,1969,07,17,19690910,1800,,TS,23.0N,111.8W,45,993,,,,,,,,,,,,,
EP,GLENDA,1969,07,17,19690911,0000,,TS,23.7N,112.7W,40,,,,,,,,,,,,,,
EP,GLENDA,1969,07,17,19690911,0600,,TD,24.5N,113.5W,25,,,,,,,,,,,,,,
EP,GLENDA,1969,07,17,19690911,1200,,TD,25.2N,114.4W,25,,,,,,,,,,,,,,
EP,GLENDA,1969,07,17,19690911,1800,,TD,25.7N,115.4W,25,,,,,,,,,,,,,,
EP,GLENDA,1969,07,17,19690912,0000,,TD,25.9N,116.5W,25,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690919,0000,,TS,14.5N,122.4W,45,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690919,0600,,TS,14.6N,123.1W,45,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690919,1200,,TS,14.7N,123.7W,45,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690919,1800,,TS,14.9N,124.5W,55,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690920,0000,,TS,15.1N,125.3W,45,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690920,0600,,TS,15.2N,126.1W,45,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690920,1200,,TS,15.4N,126.8W,45,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690920,1800,,TS,15.8N,127.6W,45,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690921,0000,,TS,16.2N,128.3W,45,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690921,0600,,TS,16.4N,128.6W,45,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690921,1200,,TS,16.6N,128.9W,45,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690921,1800,,TS,16.9N,129.4W,45,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690922,0000,,TD,17.1N,129.7W,25,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690922,0600,,TD,17.2N,129.9W,25,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690922,1200,,TD,17.3N,130.0W,25,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690922,1800,,TD,17.4N,130.1W,25,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690923,0000,,TD,17.6N,130.3W,25,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690923,0600,,TD,17.9N,130.6W,25,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690923,1200,,TD,18.2N,131.0W,25,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690923,1800,,TD,18.8N,131.5W,25,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690924,0000,,TD,19.3N,132.0W,25,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690924,0600,,TD,19.7N,132.4W,25,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690924,1200,,TD,20.0N,132.8W,25,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690924,1800,,TD,20.4N,133.3W,25,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690925,0000,,TD,20.7N,133.9W,25,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690925,0600,,TD,21.0N,134.9W,25,,,,,,,,,,,,,,
EP,HEATHER,1969,08,27,19690925,1200,,TD,21.1N,135.9W,25,,,,,,,,,,,,,,
EP,IRAH,1969,09,15,19690930,0000,,TS,15.9N,112.0W,45,,,,,,,,,,,,,,
EP,IRAH,1969,09,15,19690930,0600,,TS,16.0N,112.7W,45,,,,,,,,,,,,,,
EP,IRAH,1969,09,15,19690930,1200,,TS,16.1N,113.3W,45,,,,,,,,,,,,,,
EP,IRAH,1969,09,15,19690930,1800,,TS,16.2N,113.8W,45,,,,,,,,,,,,,,
EP,IRAH,1969,09,15,19691001,0000,,TS,16.3N,114.3W,45,,,,,,,,,,,,,,
EP,IRAH,1969,09,15,19691001,0600,,TS,16.5N,114.8W,45,,,,,,,,,,,,,,
EP,IRAH,1969,09,15,19691001,1200,,TS,16.8N,115.2W,45,,,,,,,,,,,,,,
EP,IRAH,1969,09,15,19691001,1800,,TS,17.0N,115.5W,45,,,,,,,,,,,,,,
EP,IRAH,1969,09,15,19691002,0000,,TS,17.2N,115.6W,45,,,,,,,,,,,,,,
EP,IRAH,1969,09,15,19691002,0600,,TS,17.4N,115.4W,45,,,,,,,,,,,,,,
EP,IRAH,1969,09,15,19691002,1200,,TS,17.5N,115.1W,45,,,,,,,,,,,,,,
EP,IRAH,1969,09,15,19691002,1800,,TS,17.6N,114.9W,45,,,,,,,,,,,,,,
EP,IRAH,1969,09,15,19691003,0000,,TD,17.6N,114.6W,25,,,,,,,,,,,,,,
EP,IRAH,1969,09,15,19691003,0600,,TD,17.6N,114.3W,25,,,,,,,,,,,,,,
EP,IRAH,1969,09,15,19691003,1200,,TD,17.6N,114.1W,25,,,,,,,,,,,,,,
EP,JENNIFER,1969,10,15,19691009,0000,,TS,14.2N,104.1W,45,,,,,,,,,,,,,,
EP,JENNIFER,1969,10,15,19691009,0600,,TS,14.9N,105.3W,55,,,,,,,,,,,,,,
EP,JENNIFER,1969,10,15,19691009,1200,,TS,15.6N,106.3W,55,,,,,,,,,,,,,,
EP,JENNIFER,1969,10,15,19691009,1800,,TS,16.3N,107.1W,55,,,,,,,,,,,,,,
EP,JENNIFER,1969,10,15,19691010,0000,,TS,17.0N,107.7W,55,,,,,,,,,,,,,,
EP,JENNIFER,1969,10,15,19691010,0600,,HU,17.8N,108.1W,65,,,,,,,,,,,,,,
EP,JENNIFER,1969,10,15,19691010,1200,,HU,18.6N,108.4W,65,,,,,,,,,,,,,,
EP,JENNIFER,1969,10,15,19691010,1800,,HU,19.1N,108.5W,65,,,,,,,,,,,,,,
EP,JENNIFER,1969,10,15,19691011,0000,,HU,19.7N,108.5W,65,,,,,,,,,,,,,,
EP,JENNIFER,1969,10,15,19691011,0600,,HU,20.8N,108.3W,65,,,,,,,,,,,,,,
EP,JENNIFER,1969,10,15,19691011,1200,,HU,21.9N,107.9W,65,,,,,,,,,,,,,,
EP,JENNIFER,1969,10,15,19691011,1800,,HU,23.0N,107.3W,65,,,,,,,,,,,,,,
EP,JENNIFER,1969,10,15,19691012,0000,,TS,24.0N,106.7W,45,,,,,,,,,,,,,,
EP,JENNIFER,1969,10,15,19691012,0600,,ET,24.8N,106.0W,25,,,,,,,,,,,,,,
EP,JENNIFER,1969,10,15,19691012,1200,,ET,25.3N,105.2W,25,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700530,1200,,TS,11.1N,98.6W,45,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700530,1800,,TS,11.1N,99.3W,45,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700531,0000,,TS,11.0N,99.9W,45,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700531,0600,,TS,10.9N,100.4W,45,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700531,1200,,TS,10.9N,100.9W,45,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700531,1800,,TS,10.9N,101.9W,45,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700601,0000,,HU,10.9N,102.9W,75,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700601,0600,,HU,10.9N,103.8W,75,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700601,1200,,HU,10.9N,104.7W,75,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700601,1800,,HU,10.8N,105.8W,75,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700602,0000,,HU,10.7N,106.9W,75,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700602,0600,,HU,10.6N,108.2W,75,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700602,1200,,HU,10.6N,109.6W,75,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700602,1800,,HU,10.7N,111.2W,75,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700603,0000,,HU,10.8N,112.7W,75,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700603,0600,,HU,11.0N,115.0W,75,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700603,1200,,HU,11.3N,117.2W,75,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700603,1800,,HU,11.7N,118.4W,65,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700604,0000,,TS,12.3N,119.5W,60,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700604,0600,,TS,12.8N,120.3W,55,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700604,1200,,TS,13.3N,121.2W,55,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700604,1800,,TS,13.6N,122.1W,50,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700605,0000,,TS,13.6N,123.0W,45,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700605,0600,,TS,13.5N,123.9W,45,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700605,1200,,TS,13.5N,124.9W,45,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700605,1800,,TS,13.5N,125.8W,40,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700606,0000,,TS,13.6N,126.6W,35,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700606,0600,,TS,13.8N,127.6W,35,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700606,1200,,TS,14.1N,128.6W,35,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700606,1800,,TD,14.5N,129.8W,30,,,,,,,,,,,,,,
EP,ADELE,1970,01,31,19700607,0000,,TD,14.9N,130.9W,25,,,,,,,,,,,,,,
EP,BLANCA,1970,02,11,19700610,0000,,TS,13.1N,117.4W,45,,,,,,,,,,,,,,
EP,BLANCA,1970,02,11,19700610,0600,,TS,13.4N,117.7W,45,,,,,,,,,,,,,,
EP,BLANCA,1970,02,11,19700610,1200,,TS,13.7N,118.0W,50,,,,,,,,,,,,,,
EP,BLANCA,1970,02,11,19700610,1800,,TS,13.9N,118.2W,50,,,,,,,,,,,,,,
EP,BLANCA,1970,02,11,19700611,0000,,TS,14.1N,118.4W,50,,,,,,,,,,,,,,
EP,BLANCA,1970,02,11,19700611,0600,,TS,14.3N,118.6W,45,,,,,,,,,,,,,,
EP,BLANCA,1970,02,11,19700611,1200,,TS,14.5N,118.7W,45,,,,,,,,,,,,,,
EP,BLANCA,1970,02,11,19700611,1800,,TS,14.7N,118.8W,45,,,,,,,,,,,,,,
EP,BLANCA,1970,02,11,19700612,0000,,TS,14.8N,119.0W,35,,,,,,,,,,,,,,
EP,BLANCA,1970,02,11,19700612,0600,,TD,15.2N,119.3W,30,,,,,,,,,,,,,,
EP,BLANCA,1970,02,11,19700612,1200,,TD,15.6N,119.5W,30,,,,,,,,,,,,,,
EP,CONNIE,1970,03,17,19700617,1200,,TD,11.4N,108.4W,25,,,,,,,,,,,,,,
EP,CONNIE,1970,03,17,19700617,1800,,TS,11.9N,108.8W,40,,,,,,,,,,,,,,
EP,CONNIE,1970,03,17,19700618,0000,,TS,12.4N,109.3W,45,,,,,,,,,,,,,,
EP,CONNIE,1970,03,17,19700618,0600,,TS,12.9N,109.8W,45,,,,,,,,,,,,,,
EP,CONNIE,1970,03,17,19700618,1200,,TS,13.4N,110.3W,45,,,,,,,,,,,,,,
EP,CONNIE,1970,03,17,19700618,1800,,TS,13.8N,110.7W,45,,,,,,,,,,,,,,
EP,CONNIE,1970,03,17,19700619,0000,,TS,14.3N,111.1W,45,,,,,,,,,,,,,,
EP,CONNIE,1970,03,17,19700619,0600,,TS,14.8N,111.4W,45,,,,,,,,,,,,,,
EP,CONNIE,1970,03,17,19700619,1200,,TS,15.3N,111.8W,45,,,,,,,,,,,,,,
EP,CONNIE,1970,03,17,19700619,1800,,TS,15.7N,112.2W,45,,,,,,,,,,,,,,
EP,CONNIE,1970,03,17,19700620,0000,,TS,16.2N,112.6W,45,,,,,,,,,,,,,,
EP,CONNIE,1970,03,17,19700620,0600,,TS,16.5N,112.9W,45,,,,,,,,,,,,,,
EP,CONNIE,1970,03,17,19700620,1200,,TS,16.8N,113.1W,45,,,,,,,,,,,,,,
EP,CONNIE,1970,03,17,19700620,1800,,TS,17.1N,113.4W,35,,,,,,,,,,,,,,
EP,CONNIE,1970,03,17,19700621,0000,,TD,17.4N,113.7W,30,,,,,,,,,,,,,,
EP,CONNIE,1970,03,17,19700621,0600,,TD,17.5N,113.9W,30,,,,,,,,,,,,,,
EP,CONNIE,1970,03,17,19700621,1200,,TD,17.6N,114.1W,30,,,,,,,,,,,,,,
EP,EILEEN,1970,04,15,19700626,1200,,TD,15.5N,99.9W,25,,,,,,,,,,,,,,
EP,EILEEN,1970,04,15,19700626,1800,,TD,15.6N,100.4W,25,,,,,,,,,,,,,,
EP,EILEEN,1970,04,15,19700627,0000,,TD,15.7N,100.8W,25,,,,,,,,,,,,,,
EP,EILEEN,1970,04,15,19700627,0600,,TD,15.9N,101.3W,25,,,,,,,,,,,,,,
EP,EILEEN,1970,04,15,19700627,1200,,TD,16.2N,101.9W,25,,,,,,,,,,,,,,
EP,EILEEN,1970,04,15,19700627,1800,,TD,16.4N,102.5W,30,,,,,,,,,,,,,,
EP,EILEEN,1970,04,15,19700628,0000,,TS,16.7N,103.2W,35,,,,,,,,,,,,,,
EP,EILEEN,1970,04,15,19700628,0600,,TS,17.6N,104.2W,40,,,,,,,,,,,,,,
EP,EILEEN,1970,04,15,19700628,1200,,TS,18.7N,105.0W,40,,,,,,,,,,,,,,
EP,EILEEN,1970,04,15,19700628,1800,,TS,20.0N,106.0W,40,,,,,,,,,,,,,,
EP,EILEEN,1970,04,15,19700629,0000,,TS,21.4N,106.3W,40,,,,,,,,,,,,,,
EP,EILEEN,1970,04,15,19700629,0600,,TS,22.5N,105.8W,35,,,,,,,,,,,,,,
EP,EILEEN,1970,04,15,19700629,1200,,TD,23.3N,105.2W,25,,,,,,,,,,,,,,
EP,EILEEN,1970,04,15,19700629,1800,,ET,23.7N,104.9W,25,,,,,,,,,,,,,,
EP,EILEEN,1970,04,15,19700630,0000,,ET,24.0N,104.5W,25,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700701,1200,,TD,8.3N,86.9W,25,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700701,1800,,TD,8.7N,87.7W,25,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700702,0000,,TD,9.1N,88.4W,25,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700702,0600,,TD,9.7N,89.1W,25,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700702,1200,,TD,10.3N,89.7W,25,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700702,1800,,TS,10.9N,90.6W,45,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700703,0000,,TS,11.2N,91.6W,50,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700703,0600,,TS,11.1N,92.9W,50,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700703,1200,,TS,10.9N,94.1W,50,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700703,1800,,HU,10.8N,95.4W,85,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700704,0000,,HU,10.8N,96.6W,85,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700704,0600,,HU,11.2N,98.3W,85,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700704,1200,,HU,11.6N,100.0W,85,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700704,1800,,HU,11.9N,101.3W,70,991,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700705,0000,,HU,12.1N,102.6W,70,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700705,0600,,HU,12.3N,103.9W,70,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700705,1200,,HU,12.6N,105.2W,70,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700705,1800,,HU,13.0N,106.8W,65,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700706,0000,,TS,13.4N,108.3W,55,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700706,0600,,TS,13.7N,109.8W,50,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700706,1200,,TS,14.0N,111.4W,45,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700706,1800,,TS,14.3N,112.6W,45,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700707,0000,,TS,14.6N,113.8W,40,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700707,0600,,TS,15.0N,114.7W,40,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700707,1200,,TS,15.3N,115.6W,35,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700707,1800,,TS,15.5N,116.3W,35,1006,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700708,0000,,TS,15.6N,117.1W,35,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700708,0600,,TD,15.7N,117.8W,30,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700708,1200,,TD,15.7N,118.6W,30,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700708,1800,,TD,15.7N,119.2W,25,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700709,0000,,TD,15.6N,119.8W,25,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700709,0600,,TD,15.6N,120.6W,25,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700709,1200,,TD,15.6N,121.3W,25,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700709,1800,,TD,15.5N,121.9W,25,,,,,,,,,,,,,,
EP,FRANCESCA,1970,05,35,19700710,0000,,TD,15.2N,122.4W,25,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700714,1200,,TD,15.1N,107.7W,25,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700714,1800,,TD,15.4N,109.1W,30,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700715,0000,,TS,15.8N,110.5W,40,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700715,0600,,TS,16.3N,111.5W,40,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700715,1200,,TS,16.7N,112.6W,45,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700715,1800,,TS,16.8N,113.4W,45,1009,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700716,0000,,TS,16.7N,114.2W,45,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700716,0600,,TS,16.6N,114.8W,45,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700716,1200,,TS,16.5N,115.4W,45,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700716,1800,,TS,16.5N,115.8W,45,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700717,0000,,TS,16.6N,116.2W,45,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700717,0600,,TS,17.0N,116.4W,45,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700717,1200,,TS,17.3N,116.7W,45,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700717,1800,,TS,17.4N,117.0W,45,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700718,0000,,TS,17.6N,117.2W,45,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700718,0600,,TS,17.8N,117.4W,45,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700718,1200,,TS,17.9N,117.7W,45,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700718,1800,,TS,18.0N,117.9W,40,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700719,0000,,TS,18.2N,118.2W,40,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700719,0600,,TS,18.3N,118.4W,40,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700719,1200,,TS,18.5N,118.6W,40,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700719,1800,,TS,18.6N,118.7W,40,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700720,0000,,TS,18.7N,118.9W,35,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700720,0600,,TS,18.9N,119.2W,35,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700720,1200,,TD,18.9N,119.6W,30,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700720,1800,,TD,18.8N,120.0W,25,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700721,0000,,TD,18.7N,120.4W,25,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700721,0600,,TD,18.6N,120.8W,25,,,,,,,,,,,,,,
EP,GRETCHEN,1970,06,29,19700721,1200,,TD,18.4N,121.3W,25,,,,,,,,,,,,,,
EP,HELGA,1970,07,15,19700716,1200,,TD,15.9N,103.3W,25,,,,,,,,,,,,,,
EP,HELGA,1970,07,15,19700716,1800,,TD,16.2N,104.1W,30,,,,,,,,,,,,,,
EP,HELGA,1970,07,15,19700717,0000,,TD,16.7N,104.7W,30,,,,,,,,,,,,,,
EP,HELGA,1970,07,15,19700717,0600,,TD,17.2N,105.1W,30,,,,,,,,,,,,,,
EP,HELGA,1970,07,15,19700717,1200,,TD,17.7N,105.5W,30,,,,,,,,,,,,,,
EP,HELGA,1970,07,15,19700717,1800,,TS,18.3N,106.0W,35,,,,,,,,,,,,,,
EP,HELGA,1970,07,15,19700718,0000,,TS,18.9N,106.4W,35,,,,,,,,,,,,,,
EP,HELGA,1970,07,15,19700718,0600,,TS,19.7N,106.9W,35,,,,,,,,,,,,,,
EP,HELGA,1970,07,15,19700718,1200,,TS,20.4N,107.4W,40,,,,,,,,,,,,,,
EP,HELGA,1970,07,15,19700718,1800,,TS,20.9N,108.3W,50,,,,,,,,,,,,,,
EP,HELGA,1970,07,15,19700719,0000,,TS,21.4N,109.2W,45,,,,,,,,,,,,,,
EP,HELGA,1970,07,15,19700719,0600,,TS,21.8N,109.5W,40,,,,,,,,,,,,,,
EP,HELGA,1970,07,15,19700719,1200,,TS,22.0N,109.6W,35,,,,,,,,,,,,,,
EP,HELGA,1970,07,15,19700719,1800,,TD,22.2N,109.3W,30,,,,,,,,,,,,,,
EP,HELGA,1970,07,15,19700720,0000,,TD,21.6N,109.4W,30,,,,,,,,,,,,,,
EP,IONE2,1970,08,17,19700722,1200,,TD,13.6N,100.4W,25,,,,,,,,,,,,,,
EP,IONE2,1970,08,17,19700722,1800,,TD,13.7N,101.7W,25,,,,,,,,,,,,,,
EP,IONE2,1970,08,17,19700723,0000,,TD,13.9N,102.9W,25,,,,,,,,,,,,,,
EP,IONE2,1970,08,17,19700723,0600,,TD,14.2N,104.1W,25,,,,,,,,,,,,,,
